,GlobalIndex,A,Element,Z,N,Energy (keV),Energy Unc (keV),Ji,Thalf,E_gamma (keV),E_gamma Unc (keV),I_gamma,I_gamma Unc,Mult,Mult Ratio,Mult Ratio Unc,Conv Coef,Conv Coef Unc,B_exp (W.u.),B_exp Unc (W.u.),twoJi,Thalf Value,Thalf Units,Thalf Unc,Thalf (sec),Thalf Unc (sec),B_exp (e^2fm^4),B_exp Unc (e^2fm^4),Nucleus,Jf,twoJf,ni,nf,Include,Mth_p,Mth_n,B_th (W.u.),B_th_free (W.u.),B_th_brown (W.u.),B_rel_err_free,B_rel_err_brown,B_residual_free,B_residual_brown,B_residual_free (Abs),B_residual_brown (Abs)
34,39,19,Ne,10,9,2794.7,0.6,9/2,97 FS 24,2556.4,0.0,100.0,0.0,E2,,,,,17.0,4.0,9,97.0,FS,24.0,9.7e-14,2.4e-14,51.20016299924252,12.047097176292356,19Ne,5/2,5,1,1,True,-1.3573,-0.591,15.715372465958554,18.375445751306742,15.077291206031587,-0.08090857360627896,0.11310051729225958,-0.24163186530339548,0.3377724725823959,0.24163186530339548,0.3377724725823959
86,95,26,Mg,12,14,1808.74,0.04,2,476 FS 21,1808.68,0.04,100.0,0.0,E2,,,,,13.4,0.6,4,476.0,FS,21.0,4.76e-13,2.1e-14,61.31313885921069,2.7453644265318218,26Mg,0,0,1,1,True,1.4828,1.0093,15.220326514246436,18.06841553412211,14.81267405405095,-0.34838921896433656,-0.10542343686947384,-1.1402500765580708,-0.3450424852949824,1.1402500765580708,0.3450424852949824
167,211,29,Si,14,15,4079.9,0.3,7/2,44 FS 12,2806.3,0.3,100.0,6.0,(E2),,,,,7.5,2.2,7,44.0,FS,12.0,4.4e-14,1.2e-14,39.69564669060573,11.644056362577684,29Si,3/2,3,1,1,True,1.0841,1.2787,9.121692579513768,11.109383953346033,9.094545658045055,-0.481251193779471,-0.21260608773934067,-0.783123523907708,-0.34596657792595414,0.783123523907708,0.34596657792595414
23,28,19,F,9,10,2779.849,0.034,9/2,194 FS 21,2582.7,0.0,100.0,0.0,E2,,,,,8.2,0.9,9,194.0,FS,21.0,1.94e-13,2.1e-14,24.69654921139933,2.71059686466578,19F,5/2,5,1,1,True,0.591,1.3573,6.529683941417158,8.281282537524994,6.764243091321625,-0.009912504576218908,0.17509230593638708,-0.01959184230884364,0.34606600390655357,0.01959184230884364,0.34606600390655357
65,70,23,Na,11,12,7268.1,0.6,13/2,18 FS 6,4564.0,1.0,100.0,3.0,E2,,,0.00136,,1.8,0.6,13,18.0,FS,6.0,1.8000000000000002e-14,6.000000000000001e-15,6.994025972320944,2.331341990773648,23Na,9/2,9,2,1,True,0.5269,0.8118,3.1946199586993154,3.9502689629497114,3.231113319174503,-1.1945938683053954,-0.795062955096946,-0.5251983958375116,-0.3495462346538663,0.5251983958375116,0.3495462346538663
150,181,29,Al,13,16,1398.05,0.16,1/2,4.5 PS 0.3,1398.0,0.2,100.0,0.0,(E2),,,,,4.4,0.3,1,4.5,PS,0.3,4.5e-12,3e-13,23.28811272515537,1.5878258676242294,29Al,5/2,5,1,1,True,0.9436,0.8223,6.019432003423417,7.221459399679161,5.916726049126401,-0.6412407726543546,-0.34471046571054564,-0.6947532048910645,-0.37347703237982277,0.6947532048910645,0.37347703237982277
124,133,26,Al,13,13,3159.889,0.013,2,3.5 FS 0.7,2931.406,0.0,0.69,0.08,E2,,,,,0.72,0.17,4,3.5,FS,0.7,3.5e-15,7e-16,3.294437311838186,0.7778532541840163,26Al,0,0,5,1,True,-0.5325,-0.5325,2.2789916929172893,2.7520730502563566,2.254016629986213,-2.822323680911607,-2.1305786527586292,-0.5013049952345849,-0.37843629651404403,0.5013049952345849,0.37843629651404403
77,85,25,Mg,12,13,1964.624,0.023,5/2,0.70 PS 0.06,1379.543,0.03,100.0,2.2,E2,,,,,15.8,1.4,5,0.7,PS,0.06,6.999999999999999e-13,6e-14,68.61115328631612,6.079469278534339,25Mg,1/2,1,2,1,True,1.4525,1.4461,17.6342200736566,21.290151148687467,17.437378521173617,-0.3474779208030042,-0.10363155197301369,-1.2812043269741482,-0.38210540828619904,1.2812043269741482,0.38210540828619904
24,29,19,F,9,10,4648.0,1.0,13/2,2.6 PS 0.3,1868.0,0.0,100.0,0.0,E2,,,,,3.2,0.4,13,2.6,PS,0.3,2.6000000000000002e-12,3e-13,9.637677741033883,1.2047097176292356,19F,9/2,9,1,1,True,0.5004,1.1395,4.649467537987947,5.89337138990371,4.813919037802975,-0.8416785593449094,-0.5043496993134297,-0.6618099570552485,-0.39656903355508666,0.6618099570552485,0.39656903355508666
163,194,28,Si,14,14,7933.45,0.1,2,11 FS 2,2953.2,0.0,4.81,0.24,E2,,,,,1.8,0.4,4,11.0,FS,2.0,1.1e-14,2e-15,9.091471210898268,2.020326935755171,28Si,0,0,4,2,True,-0.1254,-0.1254,0.11695197733877116,0.1412292927650902,0.11567032150692802,0.9215392817971721,0.9357387102739289,0.4075898981606419,0.41387019865471725,0.4075898981606419,0.41387019865471725
161,192,28,Si,14,14,7380.59,0.09,2,5 FS 2,2400.5,0.0,0.47,0.16,E2,,,,,0.8,0.5,4,5.0,FS,2.0,5.000000000000001e-15,2e-15,4.040653871510342,2.5254086696939635,28Si,0,0,2,2,True,-0.5832,-0.5832,2.529574802729645,3.0546731104089417,2.5018536442526838,-2.818341388011177,-2.1273170553158547,-0.5525147344099043,-0.41704458616098555,0.5525147344099043,0.41704458616098555
168,212,29,Si,14,15,4741.1,0.3,9/2,36 FS 7,2712.8,0.3,100.0,1.1,(E2),,,,,19.0,4.0,9,36.0,FS,7.0,3.6000000000000004e-14,7e-15,100.56230494953454,21.17101156832306,29Si,5/2,5,1,1,True,-1.581,-1.3748,16.883627964444425,20.253141767805914,16.594007819022195,-0.0659548298845218,0.12663116741988445,-0.22014607450483845,0.4226734337161072,0.22014607450483845,0.4226734337161072
53,58,22,Na,11,11,3706.7,0.4,6,59 FS 12,2815.8,0.3,100.0,9.0,E2,,,0.000705,,11.0,3.0,12,59.0,FS,12.0,5.9e-14,1.2e-14,40.28164649611751,10.985903589850231,22Na,4,8,1,1,True,0.9648,0.9648,8.920705177172158,10.772497496887043,8.822944762387914,0.02068204573754154,0.19791411251018962,0.0451385858963832,0.43194775222025833,0.0451385858963832,0.43194775222025833
173,217,30,Si,14,16,5279.37,0.14,4,83 FS 22,3043.2,0.1,100.0,0.3,(E2),,,0.000808,1.2e-05,4.7,1.3,8,83.0,FS,22.0,8.300000000000001e-14,2.2e-14,26.02618336037968,7.198731567764592,30Si,2,4,1,1,True,0.5512,0.916,2.776469076293871,3.4489915302200855,2.8203807375115755,0.2661720148467903,0.39991899201881376,0.2941107911424084,0.44189653522828326,0.2941107911424084,0.44189653522828326
189,233,31,P,15,16,6078.1,1.8,9/2,22 FS 10,3844.6,0.1,100.0,9.0,E2,,,,,3.3,1.6,9,22.0,FS,10.0,2.2e-14,1.0000000000000002e-14,19.090346856797,9.255925748750062,31P,5/2,5,3,1,True,-0.8879,-0.9051,5.319397487615665,6.429745426722236,5.265841806278521,-0.9484077050673443,-0.5957096382662187,-0.7187224597972025,-0.45144076144889234,0.7187224597972025,0.45144076144889234
46,51,28,Ne,10,18,1304.0,3.0,2,5.7 PS 1,1304.0,3.0,100.0,0.0,E2,,,,,5.0,0.8,4,5.7,PS,1.0,5.7e-12,1e-12,25.25408669693964,4.040653871510342,28Ne,0,0,1,1,True,-1.0413,-0.7462,7.067448142833104,8.407252723097777,6.89155300925692,-0.6814505446195553,-0.37831060185138393,-0.8253491264444685,-0.4581966031548764,0.8253491264444685,0.4581966031548764
101,110,26,Mg,12,14,6978.3,0.8,5,14 FS 5,2628.1,0.0,9.0,2.0,[E2],,,,,3.2,1.4,10,14.0,FS,5.0,1.4e-14,5.000000000000001e-15,14.64194360816972,6.4058503285742505,26Mg,3,6,1,2,True,-0.4202,-0.2369,1.1539024689269406,1.3602991063625927,1.1156263649649831,0.5749065292616898,0.6513667609484427,0.4293201920005337,0.48641803256657834,0.4293201920005337,0.48641803256657834
85,94,25,Mg,12,13,5533.8,0.4,11/2,6 FS 2,3922.0,1.1,61.0,6.0,[E2],,,,,9.0,4.0,11,6.0,FS,2.0,6.000000000000001e-15,2e-15,39.08230250486361,17.369912224383828,25Mg,7/2,7,2,1,True,0.9299,0.6679,6.351864559333844,7.556719463517816,6.194325374747006,0.16036450405357597,0.3117416250281104,0.2535487625411271,0.4928877729203124,0.2535487625411271,0.4928877729203124
63,68,23,Na,11,12,6235.4,0.6,13/2,16 FS 8,3531.0,1.0,100.0,1.2,(E2),,,0.001,,15.0,8.0,13,16.0,FS,8.0,1.6e-14,8e-15,58.2835497693412,31.084559876981974,23Na,9/2,9,1,1,True,-1.0054,-1.3005,10.50549979161871,12.859571819181566,10.524356354614097,0.14269521205456226,0.29837624302572685,0.23870740077836922,0.49913810282192345,0.23870740077836922,0.49913810282192345
130,140,26,Al,13,13,3674.92,0.05,4,155 FS 20,1915.81,0.0,48.0,1.4,[E2],,,,,8.5,1.2,8,155.0,FS,20.0,1.5500000000000002e-13,2.0000000000000003e-14,38.89266270920081,5.490728853063644,26Al,2,4,2,1,True,0.8953,0.8953,6.442296173924647,7.779611368101253,6.371696200759128,0.08475160375279381,0.25038868226363203,0.17054500263730765,0.503855226168454,0.17054500263730765,0.503855226168454
132,142,26,Al,13,13,3680.68,0.06,3,8.3 FS 1.4,2622.8,0.0,2.79,0.21,[E2],,,,,3.1,0.6,6,8.3,FS,1.4,8.300000000000002e-15,1.4e-15,14.184382870414414,2.7453644265318218,26Al,1,2,6,1,True,0.3499,0.3499,0.9839916268951241,1.1882521759390468,0.9732082383984776,0.6166928464712752,0.6860618585811363,0.46694013992804295,0.5194641417980036,0.46694013992804295,0.5194641417980036
57,62,23,Na,11,12,2076.2,0.4,7/2,27 FS 3,2076.7,0.8,9.77,0.11,E2,,,0.000355,,12.2,1.5,7,27.0,FS,3.0,2.7e-14,3.0000000000000002e-15,47.40395381239751,5.82835497693412,23Na,3/2,3,1,1,True,-1.0026,-1.1886,9.97569915735798,12.152805026763854,9.948576884842229,0.0038684404291922285,0.18454287829162053,0.010927661151749014,0.5213010459515801,0.010927661151749014,0.5213010459515801
111,120,25,Al,13,12,3424.2,0.8,9/2,9.0 FS 1.4,3423.9,0.8,19.0,5.0,E2,,,,,4.8,1.6,9,9.0,FS,1.4,9.000000000000001e-15,1.4e-15,20.843894669260592,6.947964889753532,25Al,5/2,5,1,1,True,-0.8608,-1.1164,7.063689659750984,8.647797242949787,7.0773549526830974,-0.8016244256145391,-0.47444894847564534,-0.8836176500623744,-0.5229774087849485,0.8836176500623744,0.5229774087849485
156,187,27,Si,14,13,4447.3,0.5,11/2,390 FS 40,2283.5,0.0,100.0,2.3,(E2),,,,,4.2,0.5,11,390.0,FS,40.0,3.900000000000001e-13,4.0000000000000006e-14,20.209330680555503,2.405872700066132,27Si,7/2,7,1,1,True,-0.9235,-0.888,6.475138377532118,7.80428465710676,6.39258960106877,-0.8581630135968475,-0.5220451431116119,-0.8832412871140509,-0.5373009752552131,0.8832412871140509,0.5373009752552131
102,111,27,Mg,12,15,1698.52,0.08,5/2,0.81 PS 0.17,1698.46,0.23,100.0,6.0,E2,,,,,10.1,2.3,5,0.81,PS,0.17,8.100000000000002e-13,1.7e-13,48.59862854133585,11.067014420304202,27Mg,1/2,1,1,1,True,1.0317,0.8847,7.703702304485446,9.235267478201054,7.567002385828305,0.08561708136623222,0.2507918429872965,0.18566369512454606,0.5438510579091181,0.18566369512454606,0.5438510579091181
28,33,21,F,9,12,279.93,0.06,1/2,6.1 NS 0.6,279.92,0.06,100.0,0.0,(E2),,,,,15.7,1.6,1,6.1,NS,0.6,6.1e-09,6e-10,54.03514646593363,5.506766518821262,21F,5/2,5,1,1,True,-1.0309,-2.3117,17.526541783110925,22.192922530947286,18.128990638386632,-0.413561944646324,-0.15471277951507217,-1.4910507458117526,-0.557799401682952,1.4910507458117526,0.557799401682952
54,59,22,Na,11,11,4710.0,0.4,5,37 FS 14,2726.0,0.4,100.0,4.0,E2,,,0.000664,,14.0,6.0,10,37.0,FS,14.0,3.7e-14,1.4e-14,51.26755008596774,21.971807179700463,22Na,3,6,3,2,True,-1.0196,-1.0196,9.962865113841993,12.030992771213617,9.853683854443231,0.14064337348474165,0.29616543896834063,0.2720015051374933,0.57277810659053,0.2720015051374933,0.57277810659053
80,88,25,Mg,12,13,3405.06,0.17,9/2,7.7 FS 0.7,3404.7,0.4,22.7,2.0,E2,,,,,6.8,0.9,9,7.7,FS,0.7,7.700000000000001e-15,7e-16,29.52885078145251,3.9082302504863615,25Mg,5/2,5,1,1,True,-1.1164,-0.8608,9.389244745860251,11.203352282630302,9.181982305611982,-0.6475518062691621,-0.3502915155311738,-1.061356918453129,-0.5741383467470504,1.061356918453129,0.5741383467470504
66,73,25,Na,11,14,1069.32,0.19,1/2,1.32 PS 0.14,1069.3,0.0,12.4,1.1,[E2],,,,,7.1,1.1,1,1.32,PS,0.14,1.32e-12,1.4e-13,30.83159419828129,4.776725861705553,25Na,5/2,5,1,1,True,-0.9873,-1.3333,9.503544695360537,11.661397049714447,9.542476182670198,-0.6424502886921757,-0.34401072995354903,-1.0868944578636746,-0.581995778371114,1.0868944578636746,0.581995778371114
177,221,32,Si,14,18,1941.4,0.3,2,0.78 PS 0.22,1941.4,0.3,100.0,0.0,E2,,,,,4.4,1.3,4,0.78,PS,0.22,7.8e-13,2.2e-13,26.554427041091664,7.845626171231627,32Si,0,0,1,1,True,0.9891,1.1888,6.920692186950892,8.43731535785562,6.906703721405794,-0.9175716722399136,-0.5697053912285894,-0.9491686448767291,-0.5893234398260938,0.9491686448767291,0.5893234398260938
79,87,25,Mg,12,13,2737.8,0.3,7/2,290 FS 30,1763.5,0.7,100.0,2.3,E2,,,,,22.9,2.5,7,290.0,FS,30.0,2.9000000000000013e-13,3.0000000000000005e-14,99.4427474845974,10.856195140239892,25Mg,3/2,3,2,1,True,1.5116,1.6961,20.203227048852394,24.54061054032162,20.092797817279685,-0.07164238167343323,0.1225852481537255,-0.3447048768994054,0.5898147421609586,0.3447048768994054,0.5898147421609586
72,80,24,Mg,12,12,1368.672,0.005,2,1.33 PS 0.06,1368.626,0.005,100.0,0.0,E2,,,1.3e-05,3e-06,21.5,1.0,4,1.33,PS,0.06,1.33e-12,6e-14,88.41739930017314,4.112437176752239,24Mg,0,0,1,1,True,-1.4833,-1.4833,19.23517875558036,23.228086892380578,19.024383867032007,-0.0803761345293292,0.11514493641711594,-0.4142473652562601,0.5934409114434923,0.4142473652562601,0.5934409114434923
157,188,28,Si,14,14,1779.03,0.011,2,475 FS 17,1778.969,0.011,100.0,0.0,E2,,,,,13.2,0.5,4,475.0,FS,17.0,4.75e-13,1.7e-14,66.67078887992064,2.5254086696939635,28Si,0,0,1,1,True,-1.4587,-1.4587,15.825027080054408,19.1100435696829,15.651603434659538,-0.4477305734608259,-0.18572753292875296,-1.4482747579590598,-0.6007731295174948,1.4482747579590598,0.6007731295174948
59,64,23,Na,11,12,2703.8,0.5,9/2,88 FS 7,2263.3,0.8,100.0,0.5,E2,,,0.000446,,17.4,1.4,9,88.0,FS,7.0,8.8e-14,7e-15,67.60891773243578,5.439797978471845,23Na,5/2,5,1,1,True,1.2001,1.5171,14.783134473638539,18.072636069098294,14.791810844858386,-0.03865724535047677,0.14989592845641453,-0.15696912869396062,0.6086577838450524,0.15696912869396062,0.6086577838450524
194,241,32,S,16,16,4459.1,0.8,4,124 FS 27,2229.4,1.2,100.0,0.0,E2,,,,,14.0,3.0,8,124.0,FS,27.0,1.24e-13,2.7e-14,84.49135876710983,18.10529116438068,32S,2,4,1,1,True,-1.3039,-1.3039,11.003317448385792,13.28742597317449,10.882734057679235,0.05089814477325077,0.2226618530229118,0.14138123087562246,0.6184941904988737,0.14138123087562246,0.6184941904988737
188,232,31,P,15,16,5891.9,2.0,9/2,23 FS 6,3658.2,0.5,100.0,3.0,E2,,,,,5.4,1.5,9,23.0,FS,6.0,2.3000000000000003e-14,6.000000000000001e-15,31.23874940203146,8.677430389453182,31P,5/2,5,2,1,True,-0.5382,-0.9445,2.652526181017675,3.306160031700168,2.703079383332015,0.3877481422777467,0.4994297438274047,0.48481378652516705,0.6244528311236074,0.48481378652516705,0.6244528311236074
105,114,28,Mg,12,16,4021.0,0.5,4,105 FS 35,2547.7,0.6,100.0,0.0,(E2),,,,,10.0,4.0,8,105.0,FS,35.0,1.0500000000000001e-13,3.5e-14,50.50817339387927,20.203269357551708,28Mg,2,4,1,1,True,1.408,1.2146,13.845741042330625,16.602900505443937,13.603534317081575,-0.6602900505443937,-0.3603534317081575,-1.1599666246577693,-0.6330520254208372,1.1599666246577693,0.6330520254208372
122,131,26,Al,13,13,3073.63,0.04,3,194 FS 31,2015.81,0.0,14.7,0.5,[E2],,,,,2.3,0.4,6,194.0,FS,31.0,1.94e-13,3.1e-14,10.523896968371984,1.8302429510212148,26Al,1,2,4,1,True,-0.7833,-0.7833,4.93128123053381,5.954934465081283,4.877240200263198,-1.5891019413396887,-1.1205392175057383,-0.8980833576990168,-0.6332744279719348,0.8980833576990168,0.6332744279719348
133,143,26,Al,13,13,3680.68,0.06,3,8.3 FS 1.4,1829.99,0.0,0.19,0.04,[E2],,,,,1.3,0.4,6,8.3,FS,1.4,8.300000000000002e-15,1.4e-15,5.948289590818948,1.8302429510212148,26Al,1,2,6,2,True,-0.7023,-0.7023,3.9641388212981417,4.787029128484654,3.920696531957143,-2.682330098834349,-2.0159204091978022,-0.8568259863543486,-0.6439524329139775,0.8568259863543486,0.6439524329139775
68,75,22,Mg,12,10,1247.02,0.03,2,2.0 PS 0.8,1246.98,0.03,100.0,0.0,E2,,,,,26.0,11.0,4,2.0,PS,0.8,2e-12,8e-13,95.21116444536868,40.28164649611751,22Mg,0,0,1,1,True,1.4851,1.1052,18.77075130917287,22.36400186323932,18.330507050381218,0.13984608218310307,0.29498049806226084,0.31018895855799944,0.6542885725540055,0.31018895855799944,0.6542885725540055
142,152,26,Al,13,13,4349.34,0.07,3,9 FS 3,3291.38,0.0,1.9,0.2,[E2],,,,,0.64,0.23,6,9.0,FS,3.0,9.000000000000001e-15,3.0000000000000002e-15,2.928388721633944,1.0523896968371984,26Al,1,2,9,1,True,0.6488,0.6488,3.3831807444365687,4.085473667958663,3.3461050708998443,-5.38355260618541,-4.228289173281007,-0.8493656892092416,-0.6670992206361119,0.8493656892092416,0.6670992206361119
152,183,26,Si,14,12,2787.05,0.13,2,146 FS 35,2787.0,0.2,48.9,2.7,E2,,,,,1.7,0.4,4,146.0,FS,35.0,1.46e-13,3.5e-14,7.778532541840162,1.8302429510212148,26Si,0,0,2,1,True,-0.9687,-0.0962,4.791863045966893,5.467753448140181,4.4926186422489565,-2.216325557729518,-1.642716848381739,-0.925805017850718,-0.6861967980451971,0.925805017850718,0.6861967980451971
125,134,26,Al,13,13,3402.65,0.06,5,67 FS 12,1037.48,0.0,0.84,0.11,[E2],,,,,7.4,1.7,10,67.0,FS,12.0,6.7e-14,1.2e-14,33.85949459389247,7.778532541840162,26Al,3,6,2,2,True,-0.7395,-0.7395,4.395212473492197,5.307586612114719,4.3470461249872585,0.28275856593044346,0.4125613344611813,0.4763796880039629,0.6950659094849934,0.4763796880039629,0.6950659094849934
129,139,26,Al,13,13,3596.34,0.04,3,18 FS 3,1745.66,0.0,1.07,0.07,[E2],,,,,4.2,0.8,6,18.0,FS,3.0,1.8000000000000002e-14,3.0000000000000002e-15,19.21755098572276,3.6604859020424296,26Al,1,2,5,2,True,-0.4043,-0.4043,1.3137447714406005,1.5864566736391748,1.2993476771273254,0.6222722205621013,0.6906315054458749,0.6330865000749099,0.7026337801633563,0.6330865000749099,0.7026337801633563
45,50,24,Ne,10,14,1981.6,0.4,2,660 FS 150,1981.6,0.4,100.0,0.0,E2,,,,,6.8,1.6,4,660.0,FS,150.0,6.6e-13,1.5000000000000004e-13,27.964572801915228,6.579899482803583,24Ne,0,0,1,1,True,1.026,1.1944,9.896222631481512,12.04423660985848,9.860235023166128,-0.7712112661556588,-0.45003456223031296,-1.2042994308145498,-0.7027599192663379,1.2042994308145498,0.7027599192663379
115,124,26,Al,13,13,2071.64,0.04,1,367 FS 69,1654.73,0.0,11.9,1.0,[E2],,,,,2.9,0.6,2,367.0,FS,69.0,3.670000000000001e-13,6.900000000000002e-14,13.269261394903806,2.7453644265318218,26Al,3,6,3,1,True,-0.0453,-0.0453,0.016493009986973096,0.01991668878996872,0.016312266036204136,0.993132176279321,0.994375080677171,0.703453921806559,0.7043342940208333,0.703453921806559,0.7043342940208333
36,41,20,Ne,10,10,4247.7,1.1,4,64 FS 6,2613.8,1.1,100.0,0.0,[E2],,,,,22.0,2.0,8,64.0,FS,6.0,6.4e-14,6.000000000000001e-15,70.94911174695,6.449919249722727,20Ne,2,4,1,1,True,-1.3385,-1.3385,18.995695201816556,22.93889047435884,18.787524770761756,-0.0426768397435836,0.1460216013290111,-0.2078611087986385,0.7112103928774249,0.2078611087986385,0.7112103928774249
116,125,26,Al,13,13,2365.15,0.018,3,0.8 PS 0.2,1307.375,0.0,26.9,0.8,[E2],,,,,5.5,1.4,6,0.8,PS,0.2,8e-13,2e-13,25.1658405765417,6.4058503285742505,26Al,1,2,2,1,True,0.5454,0.5454,2.3907479119417774,2.887028030360799,2.3645481325662536,0.4750858126616729,0.5700821577152266,0.6097739211723261,0.7317019861166614,0.6097739211723261,0.7317019861166614
193,240,32,S,16,16,3778.4,1.0,0,0.89 PS 0.09,1548.8,1.5,100.0,0.0,[E2],,,,,11.8,1.2,0,0.89,PS,0.09,8.9e-13,9e-14,71.214145246564,7.242116465752271,32S,2,4,2,1,True,1.1536,1.1536,8.612823882683614,10.400705087167752,8.51843748401757,0.11858431464680069,0.27809851830359583,0.33126946211012515,0.776878011619393,0.33126946211012515,0.776878011619393
112,121,26,Al,13,13,416.852,0.003,3,1.20 NS 0.01,416.848,0.0,100.0,0.0,[E2],,,,,8.19,0.12,6,1.2,NS,0.01,1.2e-09,1e-11,37.47422442215937,0.5490728853063643,26Al,5,10,1,1,True,1.1943,1.1943,11.463847035224545,13.843553961145451,11.338216783027157,-0.6902996289554887,-0.38439765360526956,-1.395326894862962,-0.7769964836997391,1.395326894862962,0.7769964836997391
144,174,27,Al,13,14,843.76,0.09,1/2,35 PS 1,843.76,0.1,100.0,0.0,E2,,,,,7.86,0.23,1,35.0,PS,1.0,3.5e-11,1e-12,37.82031884503959,1.1067014420304204,27Al,5/2,5,1,1,True,-1.0727,-1.5943,10.943898284972176,13.503626561603607,11.046566012093734,-0.7180186465144537,-0.4054155231671417,-1.3912463788980378,-0.7855407116422086,1.3912463788980378,0.7855407116422086
218,269,36,Ar,18,18,4414.4,0.16,4,76 FS 10,2443.9,0.0,100.0,0.0,E2,,,,,12.0,1.6,8,76.0,FS,10.0,7.6e-14,1.0000000000000002e-14,84.73617734101381,11.298156978801842,36Ar,2,4,1,1,True,1.2273,1.2273,8.630428579104027,10.42196423029106,8.535849253714135,0.13150298080907832,0.2886792288571554,0.3623840266270444,0.7955161222446153,0.3623840266270444,0.7955161222446153
141,151,26,Al,13,13,4205.86,0.05,4,62 FS 10,1292.43,0.0,0.95,0.08,[E2],,,,,3.5,0.7,8,62.0,FS,10.0,6.2e-14,1.0000000000000002e-14,16.01462582143563,3.2029251642871253,26Al,2,4,3,4,True,0.119,0.119,0.11381445961216419,0.1374404777347714,0.11256718727672117,0.9607312920757796,0.9678379464923654,0.8181313164861348,0.8241831403224242,0.8181313164861348,0.8241831403224242
159,190,28,Si,14,14,4979.92,0.08,0,35 FS 2,3200.7,0.5,100.0,0.0,E2,,,,,9.5,0.6,0,35.0,FS,2.0,3.5e-14,2e-15,47.98276472418531,3.030490403632756,28Si,2,4,2,1,True,1.3248,1.3248,13.053084060541812,15.762690569426171,12.91003764362427,-0.6592305862553864,-0.35895133090781783,-1.5296481962783466,-0.8328940848963364,1.5296481962783466,0.8328940848963364
206,256,33,Cl,17,16,2839.0,0.3,5/2,3 FS 1,2028.4,0.0,1.0,0.4,[E2],,,,,9.0,5.0,5,3.0,FS,1.0,3.0000000000000002e-15,1e-15,56.59074137978701,31.439300766548342,33Cl,1/2,1,2,1,True,-0.7094,-0.9258,3.603223310859035,4.412826245605957,3.611385783470206,0.5096859727104492,0.5987349129477548,0.7129054057709747,0.8374594925467086,0.7129054057709747,0.8374594925467086
195,242,32,S,16,16,6851.5,1.5,4,66 FS 17,2570.8,0.0,100.0,13.0,E2,,,,,8.0,3.0,8,66.0,FS,17.0,6.600000000000002e-14,1.7e-14,48.28077643834848,18.10529116438068,32S,2,4,3,2,True,-0.7628,-0.7628,3.765792973252577,4.547509930265158,3.724524320635421,0.43156125871685524,0.5344344599205724,0.6850057359226507,0.8482936387960299,0.6850057359226507,0.8482936387960299
25,30,19,F,9,10,6070.0,1.0,7/2,1.2 KEV,4516.0,0.0,1.0,1.0,E2,0.035,0.023,,,1.5,1.3,7,1.2,KEV,0.0,3.8019122853713e-19,,4.517661441109634,3.915306582295016,19F,3/2,3,3,1,True,0.6235,0.8712,5.167165579931019,6.352805275106374,5.197913418487645,-3.2352035167375828,-2.465275612325097,-1.140889476929506,-0.8693756016526939,1.140889476929506,0.8693756016526939
67,74,26,Na,11,15,82.2,0.6,1,9 US 2,84.0,3.0,100.0,0.0,E2,,,,,3.6,0.9,2,9.0,US,2.0,9e-06,2e-06,16.47218655919093,4.118046639797733,26Na,3,6,1,1,True,-1.0249,-0.8159,7.6845634754067325,9.181928689530102,7.524693684147255,-1.550535747091695,-1.0901926900409042,-1.3454337179231741,-0.9459839974445028,1.3454337179231741,0.9459839974445028
140,150,26,Al,13,13,4205.86,0.05,4,62 FS 10,1544.89,0.0,12.3,0.8,[E2],,,,,18.0,4.0,8,62.0,FS,10.0,6.2e-14,1.0000000000000002e-14,82.36093279595465,18.302429510212143,26Al,2,4,3,3,True,-1.2427,-1.2427,12.411838459758297,14.98833288221024,12.27581933885224,0.16731483987720885,0.31801003673043104,0.5290755688859957,1.00559723942053,0.5290755688859957,1.00559723942053
35,40,20,Ne,10,10,1633.674,0.015,2,0.73 PS 0.04,1633.602,0.015,100.0,0.0,[E2],,,,,20.3,1.0,4,0.73,PS,0.04,7.299999999999999e-13,4e-14,65.46668038468567,3.2249596248613632,20Ne,0,0,1,1,True,-1.2321,-1.2321,16.09571807448789,19.436925582040686,15.919327974830875,0.04251598118026179,0.21579665148616384,0.20689139257760653,1.0501102997073524,0.20689139257760653,1.0501102997073524
207,257,34,Cl,17,17,2376.5,0.4,4,150 FS 17,1146.3,0.0,11.0,8.0,E2,,,,,20.0,16.0,8,150.0,FS,17.0,1.5000000000000004e-13,1.7e-14,130.86379363515508,104.69103490812404,34Cl,2,4,1,1,True,0.6023,0.6023,2.2048999887786374,2.6626011215778735,2.1807368836003183,0.8668699439211064,0.8909631558199841,1.0504572831572363,1.079653000567102,1.0504572831572363,1.079653000567102
47,52,21,Na,11,10,1716.1,0.3,7/2,37 FS 8,1715.9,0.7,7.5,2.2,[E2],,,,,21.0,8.0,7,37.0,FS,8.0,3.7e-14,8e-15,72.27631055952905,27.533832594106308,21Na,3/2,3,1,1,True,1.1018,0.9466,11.458261461418838,13.737447264025583,11.255851083718532,0.3458358445702103,0.46400709125149847,0.8099431236031484,1.0866986715310023,0.8099431236031484,1.0866986715310023
